V1,V2,V3
AJ,54,1
P,36,0
AJ,49,1
K,7,3
Y,9,0
K,57,1
X,24,8
AJ,42,0
Y,34,0
K,7,3
K,78,2
AN,11,3
BW,183,1
BO,38,1
Y,29,0
L,26,1
AJ,52,1
K,2,4
AN,11,0
D,21,0
M,16,1
Y,34,0
AU,14,2
D,25,10
K,96,1
L,49,1
K,7,1
BO,38,4
BW,17,1
AQ,17,1
X,45,10
AL,46,0
L,26,1
X,24,3
BV,24,2
AJ,49,1
BW,157,1
K,2,2
R,30,12
M,18,1
AO,1,0
BW,157,1
Y,9,1
K,60,0
BW,176,0
AJ,59,2
R,36,0
BU,36,2
Q,3,1
K,2,2
AH,69,0
L,29,5
K,60,0
BW,167,0
K,3,2
AJ,48,1
BU,20,1
AJ,58,2
BT,49,1
BW,3,0
AU,40,0
X,45,2
Y,34,3
AQ,31,0
Y,42,2
BN,3,0
N,7,0
K,7,0
AU,14,0
AY,64,0
K,7,6
BO,38,3
BU,35,3
K,82,2
BH,20,9
AU,16,0
AN,16,0
Y,9,0
O,10,1
BO,60,1
P,34,0
AO,1,8
AJ,29,3
AJ,123,3
AF,24,3
Y,10,2
AJ,129,0
Q,22,3
W,16,3
K,34,4
BO,44,1
BO,38,5
AU,58,0
BW,112,0
X,45,10
AJ,48,1
K,81,2
AQ,17,1
BZ,2,0
K,7,5
AJ,52,1
K,79,1
BW,17,1
K,7,3
BW,96,0
AQ,20,0
BW,27,1
K,7,6
K,7,3
Y,4,0
W,16,5
AJ,52,1
BF,44,2
X,24,3
AJ,54,1
X,45,8
BW,176,0
L,26,1
AU,14,0
AR,41,1
AX,4,1
AR,11,1
BV,3,2
Y,42,1
L,29,1
AU,40,0
BV,24,2
BV,13,0
X,38,0
D,25,6
BW,115,0
K,63,3
R,30,2
AH,7,0
Y,9,1
BW,49,1
X,45,8
AQ,17,2
AO,1,15
BH,18,5
AY,30,3
AJ,129,3
AJ,52,0
L,49,1
K,35,4
AJ,58,2
BP,6,0
BD,3,0
K,7,4
BU,20,0
O,10,5
AJ,48,1
K,80,0
D,1,0
AQ,17,2
BH,49,0
BZ,9,0
AJ,38,0
AJ,49,1
AJ,40,2
AJ,35,0
BU,38,6
AJ,40,0
BO,52,1
BW,3,0
BW,115,0
BH,11,1
BO,84,1
BU,31,0
L,49,1
BH,11,4
AU,77,0
P,33,0
AU,40,0
BO,52,1
AO,1,3
BW,3,0
BW,79,2
BZ,28,0
Y,42,2
K,10,2
AU,40,0
BW,92,0
BW,69,2
W,28,7
BH,11,3
X,45,8
AR,41,1
K,7,1
AL,24,0
BW,115,0
AJ,48,1
BW,115,0
BM,4,1
BP,6,0
M,13,1
BO,38,6
BU,36,3
AQ,17,2
X,45,10
Y,32,1
BW,3,0
AU,11,3
K,60,0
K,7,3
BW,13,1
K,3,2
AJ,129,0
L,29,1
BV,13,0
P,2,0
K,81,0
BW,60,0
BH,11,1
AJ,129,0
BO,35,0
BU,20,1
W,3,4
AU,27,0
AQ,17,1
K,63,1
K,2,1
AU,58,0
W,16,3
L,28,1
AJ,123,3
AH,35,1
AH,7,0
W,16,3
AJ,54,1
Y,34,3
K,28,0
X,24,9
BO,38,2
AU,11,3
K,7,4
M,18,2
AJ,42,0
W,16,1
BO,52,1
AU,2,4
K,7,3
AJ,54,2
X,45,2
Y,10,1
AJ,35,0
BH,18,7
X,24,1
K,2,2
K,7,4
W,16,3
W,20,3
R,30,15
AU,11,1
AJ,52,1
AH,69,0
Y,29,0
L,49,0
AH,125,0
BW,49,0
X,38,0
AU,54,0
Y,32,2
Q,39,0
W,16,5
Y,9,1
AJ,52,0
AH,106,0
X,45,9
BO,3,2
W,16,4
AJ,122,3
AU,11,3
Y,29,4
K,7,7
AJ,58,2
AU,58,0
AJ,49,1
BW,96,0
BW,160,1
K,13,2
K,7,1
K,3,2
AU,11,3
BT,43,3
AU,14,2
X,38,5
BO,38,1
BO,71,1
BO,15,1
BO,36,0
BW,115,0
AJ,52,1
M,16,2
AH,8,1
X,45,2
Y,42,2
AL,14,0
X,45,2
AR,37,0
AJ,40,3
L,28,2
AU,11,3
Y,10,0
AU,11,0
BV,24,3
W,4,5
AH,101,0
BW,13,1
BO,36,0
BW,115,0
AJ,58,2
BO,35,3
AU,77,0
L,6,0
O,19,1
L,29,3
AU,14,1
BU,36,2
AQ,14,2
AI,20,0
BU,38,3
X,9,4
BW,126,0
AL,51,0
X,45,8
AJ,29,2
BT,23,0
AU,11,3
AU,14,1
BW,164,1
BW,115,0
X,24,3
L,26,1
AO,29,4
AU,11,3
K,7,0
AI,20,0
K,81,0
BW,33,1
AQ,17,1
Y,10,0
AJ,52,0
BH,18,5
X,45,2
BV,21,1
AU,1,0
Y,10,0
R,20,4
AQ,17,1
BH,18,5
AU,14,1
AU,77,0
L,14,0
X,52,1
AJ,43,0
Q,43,2
AJ,14,3
AJ,122,1
BF,36,0
AJ,52,1
K,7,3
X,9,2
Y,9,0
AU,77,0
AH,164,0
L,29,5
K,7,3
BF,36,4
BO,52,1
BO,47,1
K,7,0
K,40,3
BW,176,0
AJ,64,1
W,10,1
Y,42,2
K,61,0
BH,13,2
AU,11,2
Q,22,4
BF,36,2
BH,18,5
BU,5,0
AU,14,1
BH,18,1
Y,36,0
AL,73,0
AJ,7,1
M,16,1
M,16,2
BW,96,0
BO,44,2
AJ,123,3
K,7,0
BW,3,0
AN,11,0
X,24,1
BZ,9,0
W,28,6
BF,22,4
BY,4,2
BF,10,1
AJ,55,2
Y,10,0
Q,22,4
AJ,76,2
BW,95,0
BF,35,0
BW,17,1
K,65,5
AJ,129,3
BT,63,5
K,7,3
AH,75,1
Y,32,1
AJ,58,2
AU,11,2
BW,126,0
K,7,1
BW,95,0
BU,35,3
Q,3,1
BW,156,0
K,61,0
BW,174,0
K,40,3
Y,4,0
AJ,58,2
AO,7,6
Y,9,3
M,16,1
AO,6,1
AF,8,0
BW,81,1
BH,12,2
K,7,5
Y,9,0
AH,70,0
W,4,4
BW,3,0
AJ,58,3
BT,43,5
BO,52,1
AJ,48,1
BY,6,1
J,7,1
Y,34,0
D,25,6
BW,115,0
AJ,7,1
AX,4,1
AU,14,0
BG,4,2
K,7,0
AV,10,1
R,20,4
BW,81,1
AL,42,0
K,2,0
X,38,0
K,62,3
Y,36,0
BO,52,1
BU,38,1
AO,1,3
AJ,123,2
AU,11,3
K,86,3
L,29,0
AJ,54,1
W,2,0
AJ,58,2
AJ,77,2
AJ,122,3
W,16,3
K,7,3
AI,2,0
BF,36,5
X,49,1
BO,44,2
AJ,59,2
BW,95,0
BH,20,4
AO,1,10
BW,81,1
AR,40,0
M,19,2
AR,5,0
K,8,2
AL,14,1
X,40,0
AX,2,1
Q,22,4
J,6,1
X,38,0
BO,38,4
L,29,1
M,16,0
AJ,29,3
K,53,3
BU,5,0
X,38,5
K,65,3
AN,16,0
X,45,10
BW,157,1
AJ,85,1
X,45,10
Y,32,0
BW,167,0
K,7,5
AH,7,0
X,45,10
AU,40,0
K,7,3
AR,35,0
AN,2,1
AU,14,0
BO,38,3
D,6,2
AQ,17,1
AO,1,3
AU,2,1
AJ,38,1
AU,34,0
O,11,2
BU,38,6
R,48,5
BY,6,2
O,19,0
BO,88,0
BF,36,4
BW,156,0
P,2,0
Y,9,3
AJ,48,1
BF,36,7
AZ,21,0
BO,100,1
Q,43,3
AR,16,0
AR,41,1
BW,49,1
AU,58,0
AJ,38,1
AQ,39,1
AR,41,5
AQ,17,1
AJ,129,0
AU,77,0
X,38,0
AJ,5,1
BV,20,4
BW,176,0
K,7,0
AU,14,0
BV,3,1
K,81,0
P,36,0
AJ,35,1
AH,14,1
BO,52,1
K,12,0
Y,34,0
Y,10,0
Y,9,1
W,28,7
BO,38,3
AU,27,0
X,45,2
BO,44,1
BW,115,0
R,30,12
BW,157,1
BW,3,0
L,26,1
AJ,40,3
Y,10,0
AL,9,0
X,9,2
AI,2,0
BW,157,1
AL,49,0
L,26,0
BO,44,1
Y,42,2
BV,8,1
BO,44,2
K,7,5
K,39,0
R,30,16
AJ,129,3
BV,8,1
Y,29,0
M,16,2
K,7,1
X,25,3
K,62,3
AJ,58,1
BW,95,0
Y,42,1
W,28,7
AH,42,0
BW,3,0
P,2,0
K,61,0
K,7,0
AY,30,1
AQ,17,1
AJ,123,1
AJ,129,3
AJ,77,2
L,14,0
L,49,0
BO,35,5
P,34,0
AQ,17,1
BW,126,0
AH,100,0
W,4,3
AL,23,0
N,7,0
AJ,52,1
Q,3,1
P,13,0
AH,7,0
AU,50,0
AF,8,0
BF,29,1
BO,52,1
AQ,17,2
Y,9,1
P,2,0
K,2,4
AJ,114,3
AH,119,0
AR,16,0
AO,7,6
K,10,3
BO,32,1
P,2,0
AI,17,0
R,27,9
AI,23,0
M,19,2
M,16,0
AJ,35,0
Y,42,2
X,24,9
BU,35,3
K,39,0
AU,58,0
BW,17,1
AJ,48,1
AH,125,0
K,2,5
L,49,1
AJ,77,2
AJ,40,0
W,28,5
Z,11,0
BO,52,1
K,7,4
AJ,129,0
BO,36,0
K,2,5
AU,11,3
AR,41,1
M,16,2
Y,9,0
Q,22,3
R,23,4
AO,33,2
K,35,0
Y,29,0
AJ,58,2
AU,58,0
Q,22,4
Q,36,1
BW,95,0
BT,43,7
AH,50,0
K,3,2
K,3,2
K,7,1
BO,71,1
X,38,0
X,38,0
Q,22,4
AO,10,0
BW,49,0
AO,7,6
M,16,2
AO,7,13
K,50,1
AU,58,0
K,7,1
BO,47,1
BU,1,1
AJ,123,3
K,11,2
AU,54,2
W,5,0
K,7,7
K,7,1
BW,156,0
AU,58,0
AJ,52,1
AL,6,0
W,4,4
AN,16,0
AJ,40,0
BW,80,2
AX,4,0
K,7,1
BV,24,4
AU,11,3
Z,38,0
K,44,0
BW,159,1
BF,32,1
AO,7,6
AN,16,0
K,7,0
BW,112,0
BW,131,0
AL,14,0
R,20,5
AJ,122,3
K,7,7
X,38,5
AU,49,0
AU,14,0
K,103,1
AJ,54,1
Y,9,1
Y,9,0
AR,35,0
BW,54,0
AV,1,0
BW,157,1
BZ,14,1
Y,34,1
BT,43,4
BO,35,0
Y,4,0
AU,49,0
P,24,0
K,68,1
K,7,5
K,74,0
Y,32,0
BH,16,0
L,28,1
K,81,2
W,28,7
I,29,2
K,3,2
AL,31,0
Y,32,2
Y,4,0
AJ,38,1
AR,3,0
X,38,0
BW,125,0
AU,14,0
BO,53,1
AO,7,1
X,9,2
AH,65,0
P,18,0
AJ,129,0
AY,30,3
AJ,76,1
W,16,5
AJ,9,1
W,20,1
AJ,35,2
BW,95,0
AJ,35,0
BW,107,0
Q,22,3
BV,20,1
M,16,2
BH,30,1
X,45,3
BW,160,1
BW,157,1
AQ,17,1
BW,3,0
AJ,14,1
AU,11,3
K,7,1
AN,11,3
BO,38,1
K,2,4
K,74,0
AJ,5,1
K,7,3
K,2,1
BW,178,0
BV,9,0
K,7,3
P,24,0
BO,38,3
AY,30,3
X,38,5
AU,58,0
AH,164,0
AH,8,1
K,7,3
Q,43,2
AL,33,0
AH,100,0
K,31,0
W,16,5
AU,14,1
Y,9,0
AO,11,1
Q,3,3
K,61,0
AR,3,0
BV,24,2
AQ,17,1
L,26,1
L,42,0
K,74,1
K,7,5
AL,14,0
D,25,9
AJ,9,1
K,7,0
AJ,48,1
D,21,0
AJ,40,0
BW,48,0
BW,156,0
AL,31,0
AL,14,0
K,2,4
AU,58,0
Q,22,4
Y,9,1
Y,29,0
AU,58,0
BO,94,0
BW,164,1
O,11,3
AO,7,1
X,45,8
AJ,58,2
AH,168,0
K,7,1
BP,6,0
AJ,52,1
AJ,14,3
AJ,129,3
BW,176,0
Y,29,0
L,29,1
AY,23,3
BW,156,0
AF,4,0
K,7,0
X,45,9
AJ,49,1
BW,157,1
R,30,12
AJ,129,0
AF,21,0
K,82,2
AU,58,0
AJ,122,3
Y,34,0
AJ,35,1
Y,36,0
K,20,2
AJ,29,3
P,23,0
M,19,2
AU,58,0
BO,36,0
AI,23,0
AJ,58,2
AO,7,6
W,4,4
BO,52,1
AY,23,3
AJ,29,2
Y,42,2
R,23,7
BO,38,4
BW,3,0
W,4,6
AU,14,1
L,26,1
AU,77,1
Y,4,2
D,20,0
BW,168,1
W,28,5
BO,47,1
D,6,2
BF,36,4
BV,24,2
AQ,17,2
W,16,3
AO,7,6
K,7,0
AJ,40,0
K,2,4
BW,156,0
K,7,0
W,28,0
AN,5,0
AU,35,0
G,8,0
AJ,52,0
Y,42,0
Y,32,0
BH,12,2
Q,22,3
K,2,2
BW,183,1
L,29,1
L,13,0
Y,29,2
L,6,0
AO,29,2
AJ,58,2
K,65,5
BW,13,1
AX,4,1
K,65,5
AJ,129,3
BH,10,1
BO,52,1
AJ,52,1
AU,14,0
BW,48,0
AJ,49,1
X,45,4
AJ,17,1
W,16,5
AJ,58,1
D,25,6
BW,156,1
K,11,1
AU,14,1
AI,20,0
BD,3,0
AO,1,10
BV,24,2
BO,44,1
K,61,0
BO,52,1
AJ,58,2
AR,14,1
X,38,0
P,2,0
AU,58,0
AN,11,3
AJ,58,1
AO,28,0
BW,3,0
AJ,77,2
W,28,4
AJ,54,1
K,2,4
K,31,0
AU,14,2
K,2,2
K,65,3
AO,7,4
X,3,1
BW,54,0
X,45,5
BU,36,3
AO,13,1
K,74,0
AH,69,0
AJ,52,1
X,38,5
AL,72,0
L,29,1
BW,112,0
K,82,2
BW,157,1
X,45,9
AU,14,0
BF,36,5
R,20,3
W,20,1
AJ,58,2
BW,96,0
X,38,0
AJ,122,3
K,65,3
AI,12,0
BW,36,2
W,16,1
AJ,5,1
BF,36,4
BO,53,1
BW,183,1
BW,156,0
AJ,49,1
K,46,1
K,35,4
K,15,1
BO,38,1
AU,14,0
AU,14,1
AU,54,2
AJ,5,1
K,3,1
AO,7,6
AY,37,13
Y,42,2
X,45,10
P,23,0
AJ,40,0
D,25,6
BO,38,2
M,19,2
BO,90,0
AJ,76,2
BW,176,0
AH,67,0
BB,6,3
BW,95,0
R,17,3
AR,45,0
AL,46,0
AU,14,0
X,45,8
K,50,0
Y,32,0
BT,63,4
AR,35,0
O,19,1
L,14,3
BT,1,3
AU,14,2
BW,115,0
Y,29,2
BZ,4,0
W,20,1
W,28,4
AY,23,3
BO,38,2
AQ,32,1
BW,95,0
K,2,2
AJ,40,0
L,26,1
X,24,3
AR,2,2
AH,28,1
K,51,0
Y,42,2
K,51,1
AJ,58,3
Q,3,1
Y,9,3
AO,7,4
AU,11,3
K,3,4
K,7,6
BO,52,1
BW,95,0
AU,40,0
BW,69,1
Y,4,0
AJ,49,1
AN,2,2
AJ,52,0
AJ,121,1
M,18,1
AU,11,3
BT,43,3
BT,43,3
AU,11,3
AJ,58,2
Y,9,0
AJ,129,3
BH,29,3
K,4,0
Y,9,4
AY,30,1
BF,36,7
R,30,2
Q,43,3
X,38,7
K,3,2
AN,16,3
BV,11,0
AU,77,0
M,13,1
AJ,52,1
Q,22,4
BO,60,1
BW,69,2
BW,96,0
BZ,36,1
L,14,3
AR,17,0
AO,7,6
AU,58,0
X,38,0
K,7,1
BH,7,2
AJ,77,2
AJ,76,2
L,49,0
K,80,2
Y,9,0
BW,115,0
O,10,3
BW,115,0
AO,10,1
AJ,123,3
D,25,6
L,29,3
L,15,0
K,34,3
AU,11,2
BP,6,0
J,6,0
BT,69,5
AJ,58,3
BT,73,1
AO,33,2
P,2,0
AU,58,0
BW,176,0
Y,9,0
W,16,4
AU,40,0
K,52,3
AJ,52,0
AU,14,0
W,16,4
Y,9,0
Y,10,0
K,7,5
AO,7,6
Y,36,0
BO,52,1
AF,24,3
BW,115,0
AY,23,3
AJ,121,1
BT,63,4
AJ,52,0
X,45,2
AU,14,1
Y,10,0
L,49,1
K,62,1
BW,49,1
BW,95,0
K,34,0
Y,34,1
BO,38,5
AQ,17,2
BW,157,1
BF,36,2
BW,150,0
M,13,1
Z,38,0
AI,17,1
M,16,2
X,45,5
BW,166,0
BW,157,1
K,50,0
L,31,2
R,17,3
D,25,9
AO,1,8
AU,27,0
BW,159,1
AJ,58,3
AU,40,0
W,16,3
X,9,4
P,35,0
AR,41,1
BT,43,5
Q,27,1
P,2,0
Y,34,1
BW,95,0
BP,6,0
BM,4,1
BW,115,0
AI,20,0
K,57,1
K,60,0
AJ,58,3
AF,16,0
BU,38,8
BW,3,0
Y,34,0
K,2,4
X,45,2
P,2,0
K,96,1
Y,34,0
M,16,0
Y,1,0
BW,112,0
AJ,88,1
Q,36,3
BY,6,2
BW,132,0
AU,11,3
AJ,123,3
BW,168,1
K,13,2
X,38,0
AO,1,3
AJ,121,1
O,10,1
Q,43,3
AJ,35,1
AJ,48,1
BW,115,0
X,45,10
AJ,122,3
K,7,1
BV,19,3
K,7,3
K,92,3
X,45,5
W,4,4
AU,14,1
BF,10,1
K,52,1
W,16,5
BW,36,1
W,16,4
K,39,0
BH,30,6
AO,7,6
AU,58,0
X,52,1
X,24,8
BF,42,0
BW,81,1
K,7,3
AJ,9,1
K,51,0
K,93,2
AJ,52,1
W,16,5
AV,1,0
BH,7,1
Y,4,3
AU,27,0
W,28,7
AL,14,0
AJ,52,0
Y,9,0
Q,22,3
BO,47,1
K,7,4
AO,1,3
AX,1,1
AV,1,0
BT,54,1
AH,75,1
K,65,5
AU,14,0
AL,46,0
AL,13,0
BW,115,0
K,7,0
AL,33,0
Y,10,2
AO,1,10
AL,87,0
Y,36,0
BW,163,1
K,7,1
K,7,0
Y,10,0
BW,176,0
Q,22,4
M,16,1
AR,35,0
K,61,1
N,17,0
Y,4,0
BP,23,0
W,16,3
BW,156,0
K,78,2
AX,1,1
AO,7,6
AH,148,1
K,7,4
AL,33,0
AH,81,1
Y,9,1
AU,14,0
K,7,1
BO,3,1
AO,7,13
L,29,1
BO,38,2
BO,38,4
BV,20,3
AJ,122,3
AJ,52,0
AQ,17,2
Y,32,1
AJ,35,0
AR,35,0
K,86,3
W,4,4
R,23,7
X,45,2
X,38,0
AU,73,0
AU,58,0
K,86,3
AL,31,0
L,29,1
AL,33,0
M,16,0
Q,3,3
BW,95,0
BO,35,2
K,35,4
Y,34,0
AO,1,3
BW,17,1
BF,10,2
K,7,0
X,12,4
Y,29,0
AU,40,0
AQ,19,3
X,38,0
X,49,1
D,25,9
Y,9,1
AJ,58,3
AJ,58,2
AI,20,0
BO,38,1
R,27,1
Y,1,1
AJ,52,0
BW,42,0
AO,7,6
AO,7,13
AU,11,3
BT,69,5
BO,2,1
AJ,52,0
BD,3,0
AJ,129,4
X,38,0
AH,21,1
W,16,3
AU,14,0
AZ,5,2
Q,3,3
K,7,2
BW,156,0
BH,18,5
AJ,129,3
BW,95,0
Y,10,0
L,29,1
L,49,0
BW,155,0
K,82,0
P,11,0
BW,95,0
W,4,3
BW,3,0
BF,42,0
AH,106,0
O,19,0
AU,14,0
AJ,76,2
AJ,48,1
K,2,1
R,30,16
BO,38,4
AU,14,1
D,21,0
AH,125,0
BW,156,0
Y,9,0
AJ,9,1
BW,157,1
Y,4,0
K,79,1
AI,20,0
AF,4,0
BW,43,0
BP,23,0
X,38,5
BW,112,0
X,24,9
AJ,29,1
AR,35,0
AU,58,0
BU,3,1
W,16,3
AJ,40,3
K,74,0
L,26,1
AV,10,0
P,2,0
AH,75,1
X,24,3
AO,1,3
BW,1,1
BW,69,2
Z,45,0
X,45,2
K,2,2
BO,52,1
BU,35,3
BT,72,2
AR,35,0
BT,72,2
K,3,1
AJ,58,2
BW,159,1
BH,30,6
L,29,3
BF,36,3
AJ,58,2
BW,95,0
AJ,49,1
BO,60,1
BW,3,0
K,34,0
Y,34,0
BF,31,1
K,3,4
W,16,3
X,45,4
AJ,40,3
K,60,0
BW,156,0
K,65,3
K,7,0
AJ,55,2
BW,176,0
BW,96,0
BH,18,5
Y,9,0
AL,46,0
AO,1,3
AH,69,0
BW,168,1
BU,36,0
Y,42,1
AU,58,0
AO,28,0
X,3,2
AV,10,2
AQ,17,1
K,35,4
BO,38,1
AQ,17,1
BZ,16,1
W,20,3
W,28,7
BB,12,2
K,65,3
W,3,3
BY,4,4
BT,72,2
BF,36,5
AJ,7,1
X,3,4
X,45,8
AJ,58,3
AJ,123,3
W,28,8
AJ,77,1
K,82,3
Y,34,1
AU,11,3
AQ,20,0
AJ,129,1
BW,96,0
AJ,122,1
K,7,3
X,45,10
K,3,2
K,3,2
X,9,4
P,33,0
BW,115,0
Z,45,0
K,3,4
AO,1,10
AI,17,1
N,25,0
BV,8,2
M,16,1
L,57,0
K,39,0
BW,159,1
Q,22,4
BT,10,0
I,29,0
X,45,2
AF,24,1
BO,52,1
AJ,14,1
W,16,5
AU,11,3
BU,35,3
X,24,3
BW,3,0
AH,168,0
L,57,0
M,18,2
AU,58,0
L,28,1
I,29,0
BW,96,0
BW,126,0
BP,6,0
R,20,4
BO,53,1
AJ,58,3
AJ,52,1
AJ,54,3
W,16,3
AI,2,0
AR,16,0
AU,14,1
AJ,129,3
X,24,1
BW,96,0
AU,58,0
W,4,6
K,62,3
BF,42,0
K,2,2
BO,52,1
Y,10,0
X,38,0
AH,17,1
K,13,5
K,61,0
Y,10,0
Y,9,0
AR,35,0
AZ,21,0
BF,44,3
BT,43,3
X,45,2
BO,38,3
AU,11,0
AU,49,0
X,45,10
BW,156,0
X,38,5
BO,44,2
K,10,2
AU,14,0
X,9,1
M,16,2
W,3,3
BZ,9,0
BU,5,0
Z,43,0
BH,7,1
AU,14,1
W,16,3
K,7,3
AJ,64,1
K,7,2
AY,30,3
BW,166,0
BO,100,1
W,16,3
K,7,3
AJ,29,2
AJ,35,1
Q,43,3
AJ,76,2
R,30,12
AJ,122,2
X,9,2
AJ,54,1
Y,10,2
J,7,0
N,7,0
X,45,9
BT,43,3
AV,7,1
BO,47,1
BW,95,0
K,3,2
K,65,3
BT,63,4
AU,11,3
Q,3,1
AU,14,1
AJ,58,2
D,6,1
W,4,5
BW,167,0
AU,11,3
R,23,7
AR,14,2
W,16,5
K,61,0
BH,30,1
X,24,3
AJ,9,1
AL,42,0
BF,10,2
AJ,129,1
O,10,1
Q,40,2
BH,20,4
X,19,3
W,4,4
L,14,0
Q,22,3
BU,35,2
AH,119,0
BH,18,10
K,80,2
Q,15,0
BW,163,1
K,62,3
BW,49,0
BH,18,5
BU,5,0
AU,11,3
AU,14,0
K,7,1
AH,100,0
K,2,2
AJ,58,2
BO,53,1
K,13,6
AU,54,2
BW,159,1
K,13,4
Q,22,2
M,16,1
Y,10,2
BU,36,3
X,24,9
BF,36,1
BV,3,1
K,81,1
X,45,2
AQ,39,0
BV,11,0
AJ,129,3
W,4,2
X,25,1
BW,107,0
Y,34,0
AJ,52,1
AJ,123,3
W,28,8
R,1,0
BO,44,2
AJ,52,0
BW,21,1
BW,157,1
AO,12,2
AL,46,0
K,82,0
AU,40,0
BH,18,7
X,45,8
J,10,4
Q,40,2
D,21,0
Y,5,0
K,78,1
R,30,12
M,19,2
AJ,58,2
BW,95,0
P,20,0
W,4,5
X,9,2
N,26,0
K,65,3
M,13,1
AJ,123,1
AJ,122,3
AJ,123,3
W,4,5
AF,23,0
J,6,0
X,9,2
X,45,10
Y,10,0
Q,43,3
BW,163,1
L,13,1
BW,160,1
AU,34,0
AJ,59,2
R,30,12
K,7,5
K,7,0
W,16,3
BF,36,4
AH,107,0
BV,9,1
Y,9,1
K,7,0
BO,44,2
K,2,2
Q,22,2
AU,11,3
X,3,1
BW,36,2
BU,38,8
AU,14,1
K,7,2
BW,115,0
P,36,0
K,7,1
AU,11,2
AJ,129,1
AJ,58,3
AJ,58,2
X,45,3
AJ,121,1
Y,10,0
BV,8,1
AJ,42,0
BO,52,1
AR,3,0
AJ,129,0
Y,9,0
BT,43,3
Y,34,1
BW,115,0
W,16,3
K,2,2
K,7,5
AU,58,0
AJ,122,3
D,20,0
BW,95,0
BW,3,0
AH,7,0
AJ,58,2
BG,19,0
BT,73,4
AJ,58,2
AO,28,0
BW,48,0
AU,14,1
I,8,1
X,9,2
K,92,3
K,7,7
AI,17,0
BW,95,0
AI,20,0
BO,38,2
K,4,1
AJ,49,1
AJ,129,3
X,3,4
K,57,1
AJ,58,2
AN,11,3
L,28,2
Y,29,0
BW,156,0
AL,14,0
AJ,40,0
AJ,129,3
W,16,3
K,3,2
R,30,16
BP,9,1
BO,38,3
L,14,0
Y,10,0
BF,36,3
K,7,1
AU,14,1
AR,41,1
AO,13,1
AJ,54,1
BP,15,0
AJ,52,1
X,45,10
AH,50,0
BW,156,0
BW,107,0
BW,156,0
K,51,0
BP,6,0
Y,9,0
BW,3,0
K,7,3
BW,95,0
AU,34,0
AJ,129,3
AJ,129,3
BW,160,1
AL,72,0
M,19,2
Y,29,0
Y,34,0
AO,7,6
AC,2,1
K,7,2
AY,37,1
K,34,0
Q,22,3
W,4,4
BW,115,0
Y,10,0
Y,9,3
M,8,3
X,24,7
AN,16,4
AQ,4,4
AU,54,2
R,30,13
P,35,0
AH,164,0
AJ,52,1
K,7,1
K,2,1
BH,11,2
BO,38,3
K,34,0
X,45,9
BW,156,0
R,23,7
AR,41,1
BV,8,1
W,28,7
Y,34,1
BW,115,0
AV,10,2
K,8,2
AX,4,0
K,3,2
BT,73,7
BW,95,0
K,10,3
AQ,17,2
K,35,4
L,26,1
AU,58,0
AJ,48,1
K,81,2
BW,92,0
Z,38,0
BP,17,0
BW,156,0
L,29,3
AJ,48,1
W,16,5
L,26,1
BW,95,0
K,40,3
N,10,1
AQ,22,0
AU,58,0
W,16,3
AH,168,1
M,16,1
Y,34,0
BW,167,0
K,65,2
BU,36,2
AU,14,1
AJ,38,1
M,16,0
BO,44,2
Y,9,3
K,65,6
X,25,2
AU,14,0
BW,96,0
L,29,1
K,78,2
I,24,1
BP,24,0
AN,11,0
R,30,12
BO,53,1
L,49,1
K,7,3
Y,42,2
AU,54,1
M,3,1
K,7,3
K,13,8
BW,168,1
BW,49,0
AL,101,0
Q,22,4
P,38,0
BV,8,1
BW,69,1
AU,11,3
K,65,5
P,23,0
AJ,52,0
K,86,3
AH,125,0
R,20,3
BO,66,1
BW,49,1
BT,63,4
K,74,1
BV,19,4
AU,14,0
BW,96,0
AJ,40,2
BO,66,1
AQ,20,0
Y,32,0
K,2,4
X,38,0
AR,1,2
BH,12,2
BH,29,4
P,45,0
BH,18,5
M,16,1
L,29,1
BW,96,0
AJ,49,1
AU,14,0
L,28,4
K,78,2
Y,32,2
K,66,1
BW,157,1
P,2,0
K,74,0
AJ,77,2
L,15,1
AR,1,1
BU,38,6
AU,58,0
BW,13,1
BU,3,1
X,24,3
BV,33,0
BW,160,1
D,6,2
AJ,129,3
W,16,3
BW,64,1
W,28,8
AL,14,0
BW,178,0
BT,72,2
AU,58,0
L,29,1
BO,36,0
Y,10,0
AJ,59,2
X,40,0
AJ,38,0
K,65,5
AU,1,0
AY,3,1
AH,107,0
BW,157,1
BV,8,1
AU,54,3
AU,11,3
AU,40,0
AL,72,0
K,7,1
K,77,1
AJ,49,1
AO,7,6
BW,167,0
AU,49,0
AJ,58,2
X,52,2
AJ,129,1
AO,12,1
K,65,3
AU,58,0
L,26,1
K,2,5
Y,42,2
BW,95,0
BW,168,1
BV,8,1
BW,126,0
BW,13,1
BH,18,7
K,7,0
Y,9,0
BW,167,0
K,7,3
Q,36,1
X,3,5
R,32,14
K,7,0
AJ,9,1
AJ,9,1
AL,46,0
AU,14,0
AZ,1,1
BV,8,1
BF,36,3
K,35,4
D,6,1
P,34,0
BW,156,0
AN,11,0
BW,156,0
BO,15,1
Y,21,0
BW,95,0
K,7,0
AJ,52,0
Y,42,1
BZ,16,1
AO,7,13
W,16,3
Z,38,0
X,24,9
BW,183,0
AH,7,0
AH,168,0
BW,115,0
AX,4,1
BO,36,0
AH,100,0
L,49,1
AO,28,0
K,7,0
